unique_id,url,name,price,image_url,status,developer,unit_types,district,description
3257,https://find.reelly.io/projects/3257,A1LA Residence,1919385,https://reelly-backend.s3.amazonaws.com/projects/3257/images/5e6d338c53e74bda8d608899e3554d84.webp,under_construction,Object 1,"Apartments, Duplex",Abu Dhabi,"Project general facts  A1LA Residence by Object 1 is a refined boutique sanctuary where modern luxury meets a soft, celestial sense of calm, created for those who appreciate beauty that feels effortless and deeply personal. The project offers an exclusive collection of 1, 2 and 3 bedroom apartments, as well as spacious 2 and 3 bedroom duplexes. Inspired by the meaning of  Ayla    a gentle glow of light   A1LA Residence is a place where architecture, serenity, and contemporary elegance come together in perfect harmony.  The amenities are curated to elevate everyday living into a complete lifestyle experience, blending relaxation, wellness, and entertainment within the building. Residents enjoy a stunning swimming pool with a sun-soaked deck, a dedicated kids pool, sky pool and sky terrace, a fully equipped gym, yoga and Pilates room, clubhouse, cinema, and game room, along with outdoor sport areas and a BBQ space for social gatherings. From the welcoming lobby to the kids play room and beautifully designed lounge areas, every space encourages connection, comfort, and effortless leisure.  Interiors at A1LA Residence are designed to feel open, light-filled, and soothing, with soft neutral tones and natural textures that create a sense of balance and warmth. The kitchens are modern and elegantly integrated, combining functionality with sleek finishes and high-quality materials that enhance both style and durability. Carefully selected fittings, refined surfaces, and contemporary detailing throughout each apartment and duplex ensure a home that feels sophisticated, harmonious, and beautifully complete.         Location description and benefits  Al Reem Island is a vibrant and rapidly developing residential and commercial district located just off the northeastern coast of Abu Dhabi. Known for its modern skyline and luxury developments, the island offers a blend of urban sophistication and serene waterfront living. It is home to a range of residential towers, many with stunning sea views and lush green parks, creating a peaceful yet connected environment. The island is designed to accommodate both high-rise living and community-focused amenities, making it a highly sought-after destination for families and professionals alike.  The island boasts a wealth of lifestyle amenities that enhance the daily experience of its residents. From world-class fitness centers and swimming pools to retail outlets and fine dining options, Al Reem Island offers a comprehensive urban lifestyle. Educational institutions, healthcare facilities, and ample recreational spaces also make it a family-friendly locale. The island s close proximity to downtown Abu Dhabi ensures easy access to the city s business districts, while its waterfront promenades provide a relaxed atmosphere for leisure and outdoor activities.  As part of Abu Dhabi s vision for sustainable urban development, Al Reem Island continues to evolve as a dynamic hub of residential, commercial, and leisure activities. Future projects include additional parks, retail centers, and transport infrastructure, further enhancing the island s appeal. Whether for investment or long-term living, Al Reem Island represents a balanced fusion of luxury, convenience, and community, positioning it as a key location in Abu Dhabi s real estate landscape."
3239,https://find.reelly.io/projects/3239,Binghatti Skyflame,663639,https://reelly-backend.s3.amazonaws.com/projects/3239/images/4acb41c3196e447caed2563168f164d0.webp,under_construction,Binghatti,Apartments,Majan,"Project general facts  Binghatti Skyflame emerges as Majan s newest residential icon, redefining resort-inspired living within one of Dubai s rapidly evolving communities. Designed as a striking architectural landmark, the project introduces a refined collection of studio, one-, and two-bedroom residences, complemented by curated ground-floor retail that brings daily conveniences directly to residents. With its bold form, flowing terraces, and emphasis on light, Skyflame sets a new benchmark for contemporary urban living infused with a sense of escape.  The project is conceived as a vertical sanctuary, where everyday life feels like a resort experience. Residents enjoy access to an extensive range of lifestyle amenities, thoughtfully distributed across the building to encourage relaxation, wellness, and social connection. Elevated pool terraces in the sky, leisure and wellness zones, and immersive communal spaces transform Skyflame into a destination rather than just a residence, offering a balanced lifestyle defined by comfort, atmosphere, and iconic experiences.  Strategically positioned in Majan, Binghatti Skyflame benefits from excellent connectivity to the rest of the city, with quick access to Sheikh Mohammed Bin Zayed Road, Sheikh Zayed Road, and Dubai Al Ain Road. This prime location places residents within easy reach of Downtown Dubai and key commercial and lifestyle districts, while still enjoying the calm of a well-planned residential enclave. Binghatti Skyflame stands as a compelling opportunity for both homeowners and investors seeking a distinctive address with strong lifestyle appeal and long-term value.        Location description and benefits  Majan is a 1.5 million square meter district in Dubai. It is located at the heart of the large Dubailand community. Majan is a perfect place for those who are looking for a buy-to-invest property. While the community is developing, apartment prices have not yet reached their maximum values. If you want to purchase an off-plan housing unit, you can count on a good discount.  With Sheikh Mohammed Bin Zayed Road at its front, Majan lies in close proximity to Al Ain Road. These roads provide Majan strategic access to Al Ain, Sharjah and Abu Dhabi. The area comprises 100 residential complexes, six iconic towers, four hotels and mixed-use units.  The main advantage of Maijan is its proximity to high-ranked schools, business and shopping centers, medical facilities, major amusement parks, and sports facilities. While the community boasts its excellent location and good infrastructure, rental rates are not as high as in the seashore or central parts of the emirate. Affordable prices attract locals and tourists who want to rent an apartment in a good area at an affordable price."
3246,https://find.reelly.io/projects/3246,Binghatti Etherea,764999,https://reelly-backend.s3.amazonaws.com/projects/3246/images/80ef446a74974b43ac456818cdea10f8.webp,under_construction,Binghatti,Apartments,JVC (Jumeirah Village Circle),"Project general facts  Etherea is a refined residential project that reinterprets contemporary urban living through a lens of calm, balance, and architectural precision. Conceived as a sanctuary within the city, the project emphasizes privacy, composure, and a deliberate pace of life, offering residents a grounded alternative to the surrounding urban intensity. Its design philosophy is rooted in clarity of form and thoughtful proportions, creating an environment where light, structure, and spatial flow work in quiet harmony.   The project s facilities and amenities are curated as an intimate, boutique-style lifestyle environment. A dedicated amenity deck brings together adult and children s swimming pools, a jacuzzi, sun lounging and outdoor shower areas, and landscaped walking and bicycle paths. Wellness-focused spaces include a yoga and aerobics platform, complemented by shaded seating areas designed for rest and social interaction. Children s play areas are seamlessly integrated into the layout, while the overall arrangement emphasizes symmetry, greenery, and a calm, restorative atmosphere that supports everyday wellbeing.  Interiors are finished with a curated palette of natural and premium materials. Flooring features stone travertine, complemented by marble feature surfaces and fluted oak wood elements in both natural and painted finishes. Walls incorporate white painted surfaces, wood paneling, and selected feature wallcoverings, while metal accents are executed in bronze tones with tinted bronze mirrors. Kitchens are seamlessly integrated into the living spaces with bespoke cabinetry and refined stone finishes, and residences are delivered with carefully selected built-in furniture elements that reflect the project s emphasis on understated elegance and material integrity.        Location description and benefits  Nestled in the heart of Dubai, Jumeirah Village Circle, or JVC, is a vibrant and rapidly growing community that captivates residents and visitors alike. This idyllic circular-shaped neighborhood is designed to offer a harmonious blend of modern living and natural beauty.  JVC s tree-lined streets, tranquil parks, and spacious villas and apartments make it a truly unique and welcoming place to call home. The community exudes a sense of peace and balance, providing a welcome escape from the hustle and bustle of city life, while still being conveniently located within Dubai.  Residents of JVC enjoy a host of amenities, including schools, shopping centers, parks, and recreational facilities, all thoughtfully integrated into the community s design. It s a place where families thrive, professionals find a convenient home, and nature lovers revel in the serene surroundings."
3241,https://find.reelly.io/projects/3241,Rotana Residences South Tower,2390000,https://reelly-backend.s3.amazonaws.com/projects/3241/images/ee1330b061b64cf696ce3c82e05ea074.webp,under_construction,Royal Development Holding,"Apartments, Penthouse",Abu Dhabi,"Project General Facts  Rotana Residences Al Reem Island is thoughtfully designed to deliver a modern residential lifestyle shaped by comfort, quality, and contemporary architecture. Inspired by Rotana s hospitality philosophy, the development blends refined living with a strong sense of community, creating an environment where everyday life feels balanced and welcoming. The concept reflects Rotana s long-standing commitment to service excellence and meaningful experiences, translating trusted hospitality values into residential living while emphasizing warmth, care, and long-term value.  The residences are planned as a lifestyle-oriented community that encourages connection, relaxation, and wellbeing. Shared spaces are carefully curated to support both active and social routines, offering residents opportunities to unwind, recharge, and spend quality time with family and friends. Amenities include residents  lounges, reception areas, fitness facilities, outdoor swimming spaces, landscaped gardens, jogging paths, lawn areas, children s play zones, kids  pools, barbecue areas, and padel facilities. Together, these features create a seamless balance between leisure, wellness, and everyday convenience, reinforcing the idea of a personal sanctuary supported by attentive hospitality.  Interior spaces are guided by modern design principles that prioritize comfort and functionality while maintaining an elegant aesthetic. Homes feature thoughtfully arranged layouts with refined finishes, allowing for both privacy and open living. Furniture concepts complement the contemporary style, while decorative elements focus on warmth and simplicity to create inviting atmospheres. Kitchens are designed as integrated living spaces, combining practicality with clean, modern lines. Materials and finishes throughout reflect quality and durability, supporting interiors that feel polished, welcoming, and adaptable to personal taste.        Location Description and Benefits  Al Reem Island represents a dynamic intersection of modern ambition and natural tranquility. As one of Abu Dhabi s most forward-looking districts, the island offers an environment where innovation, lifestyle, and waterfront serenity coexist. Its setting allows residents to enjoy expansive coastal views and green surroundings while remaining closely connected to the city s evolving urban core, creating a balanced atmosphere that supports both productivity and relaxation.  The area benefits from excellent connectivity to key destinations across Abu Dhabi, placing educational institutions, business districts, healthcare services, retail centres, parks, and cultural landmarks within easy reach. This strategic accessibility simplifies daily routines and enhances quality of life, allowing residents to move seamlessly between professional commitments and leisure activities. The surrounding community is vibrant and well established, offering a comprehensive range of services and experiences that contribute to a convenient and well-rounded lifestyle.  In addition, the presence of nearby green spaces and landscaped parklands introduces a sense of openness and calm to everyday living. The island s thoughtful urban planning encourages outdoor activity, social interaction, and family-friendly living, while its coastal character adds a refreshing dimension to the residential experience. Together, these qualities make Al Reem Island an appealing destination for those seeking a harmonious blend of city energy, natural beauty, and long-term livability."
3232,https://find.reelly.io/projects/3232,One By Preston,929786,https://reelly-backend.s3.amazonaws.com/projects/3232/images/237ad1026dd141929f71129a67a63254.webp,under_construction,Preston Properties,Apartments,Dubai South,"Project general facts  One By Preston is a contemporary residential landmark rising in the heart of Dubai South, conceived as a forward-looking expression of modern urban living. Developed by Preston Properties, the project reflects a vision of  building the future, today , combining sleek architecture with smart, sustainable design principles. Its strategic location within a master-planned city places residents at the center of Dubai s next growth corridor, offering excellent connectivity to major highways, Expo City Dubai, and Al Maktoum International Airport, while maintaining a calm, community-focused atmosphere.  The project delivers a thoughtfully curated lifestyle through a range of amenities designed for comfort, leisure, and wellbeing. Residents can enjoy a grand reception lobby, infinity swimming pool, serene lounge spaces, and refined communal areas that encourage relaxation and social interaction. High-speed lifts, smart infrastructure, energy-efficient systems, and integrated waste management solutions further enhance everyday convenience, reflecting a commitment to sustainability and future-ready living.  One By Preston offers a selection of studios, one-bedroom, and two-bedroom apartments, each designed with contemporary aesthetics and functional layouts. Interiors emphasize natural light, clean lines, and efficient use of space, supported by smart home technology for added comfort and security. Kitchens and bathrooms are finished in a modern style, creating elegant yet practical living spaces suited for both end users and investors seeking long-term value in Dubai South.        Location description and benefits  Dubai South - is a dynamic and strategically planned district located in the southern part of Dubai. It serves as a major hub for economic, commercial, and logistical activities, designed with a vision to support the growth of various industries. One of its standout features is its proximity to the Al Maktoum International Airport, the world s largest airport in terms of cargo volume, making it a key player in the global logistics and aviation sectors.  In addition to its logistical prowess, Dubai South is home to the Dubai Expo 2020 site, which served as a testament to the district s capacity to host large-scale global events. The Expo site has now transitioned into a legacy district, offering a wide range of amenities and infrastructure, including residential communities, educational institutions, and recreational facilities. Dubai South s commitment to sustainability is evident in its green initiatives, with a focus on eco-friendly urban planning and energy-efficient buildings.  Dubai South continues to grow as a thriving business and residential hub, attracting both international and local investors. Its strategic location, state-of-the-art infrastructure, and diverse range of opportunities make it a compelling destination for businesses and individuals alike, contributing to the ongoing development and economic diversification of Dubai."
3198,https://find.reelly.io/projects/3198,Maravea Residences,1790000,https://reelly-backend.s3.amazonaws.com/projects/3198/images/fc5f232077ce473eb8ac64a5d1b17cc5.webp,under_construction,Enzo Developers,Apartments,Dubai Islands,"Project general facts  Maravea Residences by Enzo Developers is a boutique waterfront residential project designed to deliver a refined and exclusive coastal lifestyle, limited to just 63 residences for ultimate privacy and distinction. The project offers a carefully curated mix of 1, 2, and 3-bedroom apartments, each planned with generous layouts, light-filled interiors, and beautiful open water views. With contemporary architecture and a strong focus on wellbeing and comfort, Maravea Residences presents itself as a timeless and highly desirable residential address.  The development stands out with three full levels of premium amenities that elevate everyday living into a resort-style experience. Residents enjoy an infinity pool, jacuzzi, sky lounge, cinema, co-working spaces, wellness zones, indoor and outdoor gyms, yoga and meditation areas, as well as dedicated kids  pools and play zones. Every amenity is thoughtfully designed to promote relaxation, balance, and a sense of effortless luxury.  Apartments at Maravea Residences are delivered semi-furnished, offering both elegance and practicality with high-quality materials and refined finishes throughout. Kitchens come fully equipped with premium appliances, including a dishwasher in every unit, ensuring modern convenience from day one. The interiors reflect a clean, contemporary style, combining durable materials, tasteful finishes, and smart layouts that enhance comfort, functionality, and long-term value.        Location description and benefits  Dubai Islands is a visionary development that epitomizes the luxurious and innovative spirit of Dubai. Strategically located along the coast, this ambitious project features a collection of five man-made islands designed to offer a blend of residential, commercial, and leisure spaces. Each island is meticulously planned to provide a unique living experience, surrounded by pristine beaches, lush landscapes, and crystal-clear waters.  The islands are connected to the mainland via well-developed infrastructure, ensuring seamless access to the rest of the city. This prime location allows residents and visitors to enjoy the tranquility of island life while being just a short drive away from Dubai s bustling urban centers, including the iconic landmarks and vibrant districts such as Downtown Dubai, Dubai Marina, and Palm Jumeirah. The development includes a range of upscale amenities, including luxury hotels, gourmet dining options, high-end retail outlets, and world-class recreational facilities.  Dubai Islands is designed to cater to a diverse array of lifestyles, offering everything from serene residential communities to dynamic entertainment hubs. The project emphasizes sustainability and innovation, incorporating green building practices and advanced technologies to create a harmonious and eco-friendly environment. With its stunning natural beauty, exceptional amenities, and strategic location, Dubai Islands stands as a premier destination for those seeking an unparalleled lifestyle in one of the world s most dynamic cities."
3248,https://find.reelly.io/projects/3248,Expo Valley Views - Ghadeer,1594000,https://reelly-backend.s3.amazonaws.com/projects/3248/images/2c2fd51929b34a0089ec3d94851c5d88.webp,under_construction,Expo City Development,Apartments,Dubai Expo City,"Project general facts  Ghadeer is a nature-inspired residential building nestled within the heart of Expo Valley Views, where architecture gently blends with the surrounding landscape. Designed to follow the natural contours of the valley, Ghadeer rises organically from the terrain, opening toward light, greenery, and expansive views, and offers a refined selection of 1, 2, and 3-bedroom residences arranged across multiple floors. A sense of calm, balance, and connection to nature defines the character of this residence, reflected in its soft architectural lines, earthy tones, and tranquil outdoor settings.  Residents of Ghadeer enjoy seamless access to the extensive lifestyle and wellness amenities thoughtfully distributed across the ground floor and podium levels of the community. These include multiple swimming pools with lap, infinity, and children s areas, main and satellite gyms, yoga spaces, an indoor kids  club, prayer rooms, an indoor games room, multipurpose halls, BBQ and outdoor dining areas, a vibrant community plaza, and landscaped event lawns. Together, these amenities create a resort-like atmosphere that supports wellbeing, leisure, and social connection.  The interiors of Ghadeer reflect a refined, nature-led aesthetic, showcased through soft natural tones, warm neutrals, contemporary wood finishes, and clean architectural detailing. Large windows invite abundant natural light, enhancing the sense of openness and balance throughout each home. Two interior palettes   Timeless Elegance, with its refined monochrome character, and Calm Canvas, inspired by natural textures and materials   allow residents to choose a style that aligns with their personal sense of serenity and understated luxury.        Location description and benefits  Expo City Dubai is a vibrant, eco-friendly neighborhood designed to bring people together in a thriving, futuristic environment. Built on the site of Expo 2020, it offers world-class infrastructure with a focus on sustainability, making it an ideal place for those looking to live in a forward-thinking community. Residents can enjoy lush green spaces, shaded walkways, and beautiful public parks, all carefully designed to create a peaceful atmosphere in the heart of the city. A network of solar-powered buildings, clean energy systems, and pedestrian-friendly areas showcase Dubai s commitment to an eco-conscious lifestyle. Every aspect of the area reflects a vision for a greener, healthier future for both residents and visitors.  The neighborhood is known for its cultural richness and innovation, with iconic landmarks like Al Wasl Plaza, the Terra Sustainability Pavilion, and the Mobility Pavilion, all preserved from Expo 2020 and integrated into the community. Living here means easy access to a variety of art installations, cutting-edge technology exhibits, and interactive spaces that bring culture and creativity to everyday life. A mix of retail spaces, restaurants, and entertainment options are thoughtfully planned, providing endless leisure opportunities right at your doorstep. Expo City Dubai also hosts a variety of events and festivals throughout the year, ensuring a lively social scene for families and young individuals.  In addition to cultural and leisure facilities, Expo City Dubai prioritizes convenience and connectivity. The neighborhood has direct metro access, connecting residents to other parts of Dubai within minutes, making it ideal for daily commuters. High-quality schools, medical centers, and fitness facilities are located nearby, ensuring that essential services are easily accessible. The area is also highly walkable and bike-friendly, supporting an active lifestyle for residents of all ages. Expo City Dubai offers a perfect blend of tranquility and excitement, making it an exceptional choice for those seeking a unique urban lifestyle in Dubai."
3226,https://find.reelly.io/projects/3226,The Meriva Collection,2700000,https://reelly-backend.s3.amazonaws.com/projects/3226/images/79563de52177489cb0453295c1924e1e.webp,under_construction,Ellington,"Apartments, Penthouse",Dubai Islands,"Project general facts  The Meriva Collection by Ellington Properties is an exclusive beachfront residential development set within a low-density island setting, designed to deliver a refined coastal lifestyle with uninterrupted sea views. The project is composed of multiple architecturally distinct buildings that balance contemporary design with privacy, creating a serene living environment enhanced by direct beach access and a thoughtfully planned waterfront landscape.  Positioned as a lifestyle-driven destination, The Meriva Collection integrates residential living with hospitality elements, including an on-site hotel managed by a reputable operator. The development emphasizes spacious layouts, premium living standards, and a resort-like atmosphere, appealing to discerning homeowners seeking privacy, elegance, and a strong connection to the sea within a carefully curated island community.        Location description and benefits  Dubai Islands is a visionary development that epitomizes the luxurious and innovative spirit of Dubai. Strategically located along the coast, this ambitious project features a collection of five man-made islands designed to offer a blend of residential, commercial, and leisure spaces. Each island is meticulously planned to provide a unique living experience, surrounded by pristine beaches, lush landscapes, and crystal-clear waters.  The islands are connected to the mainland via well-developed infrastructure, ensuring seamless access to the rest of the city. This prime location allows residents and visitors to enjoy the tranquility of island life while being just a short drive away from Dubai s bustling urban centers, including the iconic landmarks and vibrant districts such as Downtown Dubai, Dubai Marina, and Palm Jumeirah. The development includes a range of upscale amenities, including luxury hotels, gourmet dining options, high-end retail outlets, and world-class recreational facilities.  Dubai Islands is designed to cater to a diverse array of lifestyles, offering everything from serene residential communities to dynamic entertainment hubs. The project emphasizes sustainability and innovation, incorporating green building practices and advanced technologies to create a harmonious and eco-friendly environment. With its stunning natural beauty, exceptional amenities, and strategic location, Dubai Islands stands as a premier destination for those seeking an unparalleled lifestyle in one of the world s most dynamic cities."
3242,https://find.reelly.io/projects/3242,Rotana Residences North Tower,2338000,https://reelly-backend.s3.amazonaws.com/projects/3242/images/edf0c576b03146218cc2ff7483d41632.webp,under_construction,Royal Development Holding,"Apartments, Penthouse",Abu Dhabi,"Project General Facts  Rotana Residences Al Reem Island is thoughtfully designed to deliver a modern residential lifestyle shaped by comfort, quality, and contemporary architecture. Inspired by Rotana s hospitality philosophy, the development blends refined living with a strong sense of community, creating an environment where everyday life feels balanced and welcoming. The concept reflects Rotana s long-standing commitment to service excellence and meaningful experiences, translating trusted hospitality values into residential living while emphasizing warmth, care, and long-term value.  The residences are planned as a lifestyle-oriented community that encourages connection, relaxation, and wellbeing. Shared spaces are carefully curated to support both active and social routines, offering residents opportunities to unwind, recharge, and spend quality time with family and friends. Amenities include residents  lounges, reception areas, fitness facilities, outdoor swimming spaces, landscaped gardens, jogging paths, lawn areas, children s play zones, kids  pools, barbecue areas, and padel facilities. Together, these features create a seamless balance between leisure, wellness, and everyday convenience, reinforcing the idea of a personal sanctuary supported by attentive hospitality.  Interior spaces are guided by modern design principles that prioritize comfort and functionality while maintaining an elegant aesthetic. Homes feature thoughtfully arranged layouts with refined finishes, allowing for both privacy and open living. Furniture concepts complement the contemporary style, while decorative elements focus on warmth and simplicity to create inviting atmospheres. Kitchens are designed as integrated living spaces, combining practicality with clean, modern lines. Materials and finishes throughout reflect quality and durability, supporting interiors that feel polished, welcoming, and adaptable to personal taste.        Location Description and Benefits  Al Reem Island represents a dynamic intersection of modern ambition and natural tranquility. As one of Abu Dhabi s most forward-looking districts, the island offers an environment where innovation, lifestyle, and waterfront serenity coexist. Its setting allows residents to enjoy expansive coastal views and green surroundings while remaining closely connected to the city s evolving urban core, creating a balanced atmosphere that supports both productivity and relaxation.  The area benefits from excellent connectivity to key destinations across Abu Dhabi, placing educational institutions, business districts, healthcare services, retail centres, parks, and cultural landmarks within easy reach. This strategic accessibility simplifies daily routines and enhances quality of life, allowing residents to move seamlessly between professional commitments and leisure activities. The surrounding community is vibrant and well established, offering a comprehensive range of services and experiences that contribute to a convenient and well-rounded lifestyle.  In addition, the presence of nearby green spaces and landscaped parklands introduces a sense of openness and calm to everyday living. The island s thoughtful urban planning encourages outdoor activity, social interaction, and family-friendly living, while its coastal character adds a refreshing dimension to the residential experience. Together, these qualities make Al Reem Island an appealing destination for those seeking a harmonious blend of city energy, natural beauty, and long-term livability."
3143,https://find.reelly.io/projects/3143,Marquis Horizon,1607900,https://reelly-backend.s3.amazonaws.com/projects/3143/images/00f2d9b6228f418baf0e052d30c11486.webp,under_construction,Marquis,Apartments,Madinat Al Mataar,"Project general facts  Marquis Horizon marks a defining residential address in Dubai South, conceived as a contemporary mid-rise community shaped by flowing architecture and understated elegance. Its distinctive wavy fa ade moves organically across levels, creating a sculpted form that responds naturally to light, airflow, and the surrounding environment. Designed as the flagship project of Marquis Developers in the district, the building embodies a vision of modern suburban living where balance, clarity, and long-term value take center stage.  The residences are thoughtfully composed one- and two-bedroom homes designed to maximise natural light, privacy, and everyday comfort. Intuitive layouts, generous terraces, and climate-responsive design elements create interiors that feel calm, airy, and refined throughout the year. Each home offers a seamless balance between private retreat and connection to the wider community, supporting modern lifestyles with ease and sophistication.  Life at Marquis Horizon is elevated through a carefully curated collection of amenities that nurture wellness, social interaction, and productivity. Residents enjoy a resort-inspired infinity pool, outdoor lounges, a fully equipped fitness gym, community hall, recreation room, rooftop yoga deck, amphitheatre, BBQ areas, and a padel court. Complemented by a central open-air courtyard, executive lounge, and wellness-focused spaces for work and movement, Marquis Horizon presents a lifestyle defined by comfort, connection, and a sense of calm in the heart of Dubai South.        Location description and benefits  Dubai South - is a dynamic and strategically planned district located in the southern part of Dubai. It serves as a major hub for economic, commercial, and logistical activities, designed with a vision to support the growth of various industries. One of its standout features is its proximity to the Al Maktoum International Airport, the world s largest airport in terms of cargo volume, making it a key player in the global logistics and aviation sectors.  In addition to its logistical prowess, Dubai South is home to the Dubai Expo 2020 site, which served as a testament to the district s capacity to host large-scale global events. The Expo site has now transitioned into a legacy district, offering a wide range of amenities and infrastructure, including residential communities, educational institutions, and recreational facilities. Dubai South s commitment to sustainability is evident in its green initiatives, with a focus on eco-friendly urban planning and energy-efficient buildings.  Dubai South continues to grow as a thriving business and residential hub, attracting both international and local investors. Its strategic location, state-of-the-art infrastructure, and diverse range of opportunities make it a compelling destination for businesses and individuals alike, contributing to the ongoing development and economic diversification of Dubai."
3157,https://find.reelly.io/projects/3157,Parkgreen Residences,869704,https://reelly-backend.s3.amazonaws.com/projects/3157/images/0e4e98b81c1e4159b17ff57ab933bd90.webp,under_construction,Alishaan Developments,Apartments,Wadi Al Safa 2,"Project general facts  Parkgreen Residences by Alishaan is a contemporary residential development located in the heart of Liwan, designed around the concept of nature-inspired urban living. The project brings together modern architecture, green surroundings, and a calm residential atmosphere, creating a balanced environment where light, space, and landscaping play a central role in everyday life. Thoughtfully planned residences are designed to support family living, wellness, and long-term comfort within an emerging and well-connected community.  Blending refined design with a strong sense of tranquility, Parkgreen Residences emphasizes community, sustainability, and timeless aesthetics. Tree-lined spaces, landscaped areas, and carefully considered layouts contribute to a lifestyle that feels private yet connected. The development is positioned as a serene urban sanctuary, offering residents a sense of retreat while remaining integrated into the wider city fabric.  Residences at Parkgreen are delivered semi-furnished, with interiors finished using high-quality, nature-inspired materials and refined detailing. The project features premium finishes with an emphasis on craftsmanship, including high-end Italian design materials. Kitchens are fully equipped with built-in appliances and practical cabinetry, designed for both functionality and visual harmony. Overall interior styling focuses on warm textures, clean lines, and durable materials that support comfortable, everyday living.        Location description and benefits  Liwan, situated in the heart of Dubai, is a dynamic and well-integrated residential community that offers a harmonious blend of modern living, convenience, and tranquility. Designed to provide residents with a holistic lifestyle, Liwan boasts a wide array of amenities and facilities that cater to both practical needs and recreational desires.  The community is characterized by its thoughtfully planned infrastructure, spacious landscaped parks, and pedestrian-friendly pathways, promoting a sense of connectivity and community engagement. With a mix of residential options including apartments and townhouses, Liwan caters to various family sizes and lifestyles.  Liwan s central location ensures easy access to major road networks, making commuting and exploring the city a breeze. The presence of schools, mosques, retail centers, and recreational spaces within the community emphasizes its self-sustained nature, offering residents everything they need right at their doorstep."
2902,https://find.reelly.io/projects/2902,The Residences at Sheraton Al Marjan Island Resort,2414560,https://reelly-backend.s3.amazonaws.com/projects/2902/images/2b800b4ebb984fcab13372bf972933d6.webp,under_construction,Atara Real Estate Development,Apartments,Al Marjan Island,"Project general facts  The Residences at Sheraton Al Marjan Island Resort is the embodiment of refined style and a contemporary vision of coastal luxury living. Architecture, design, and atmosphere converge in perfect harmony, creating a sense of space where every day is filled with ease, beauty, and the privilege of belonging to an exclusive community.  This project offers not just residences but a new level of living. Interiors are light-filled and airy, every detail reflects sophistication, and sweeping sea views transform daily life into constant inspiration. The Residences at Sheraton Al Marjan Island Resort is where comfort, service, and aesthetics come together, turning a home into a seamless extension of your lifestyle.  It is more than real estate   it is a true symbol of status. Every element is thoughtfully designed to deliver a sense of comfort, luxury, and serenity, from elegant interiors to curated leisure and wellness experiences. The Residences at Sheraton Al Marjan Island Resort is a rare privilege, opening the door to a world where every moment becomes genuinely precious.        Finishing and materials  Modern finishing with high-quality materials.        Kitchen and appliances  Fully equipped kitchens.        Furnishing  Yes.        Location description and benefits  Al Marjan Island is a stunning man-made archipelago located in the emirate of Ras Al Khaimah. It is one of the most prominent tourist destinations in the region, known for its picturesque beaches, luxurious resorts, and upscale residential developments. Al Marjan Island is situated along the Arabian Gulf coastline and offers breathtaking views of the sea. The island is shaped like a coral reef and is made up of four primary coral-shaped islands, connected by a central boulevard.  One of the main highlights of Al Marjan Island is its pristine white sandy beaches that stretch across 5.4 kilometers. Visitors can indulge in various beach activities, including sunbathing, swimming, and water sports such as jet skiing and paddleboarding. The crystal-clear waters of the Arabian Gulf provide an ideal setting for water enthusiasts.  Al Marjan Island boasts a collection of luxurious hotels and resorts, offering world-class amenities and services. These accommodations cater to both leisure and business travelers, providing a range of options to suit different preferences and budgets. Many of the hotels and resorts on the island feature stunning architecture and provide access to private beaches, swimming pools, spas, and gourmet dining options."
